Pulse Width (us),Absolute Step (0-4096)
1680,1621
1675,1614
1670,1607
1665,1603
1660,1601
1655,1591
1650,1581
1645,1574
1640,1569
1635,1563
1630,1559
1625,1554
1620,1546
1615,1538
1610,1530
1605,1523
1600,1520
1595,1518
1590,1507
1585,1496
1580,1488
1575,1482
1570,1476
1565,1473
1560,1464
1555,1456
1550,1448
1545,1438
1540,1432
1535,1427
1530,1418
1525,1409
1520,1401
1515,1391
1510,1385
1505,1378
1500,1370
1495,1363
1490,1355
1485,1353
1480,1351
1475,1343
1470,1331
1465,1327
1460,1319
1455,1312
1450,1307
1445,1301
1440,1292
1435,1284
1430,1276
1425,1270
1420,1268
1415,1264
1410,1254
1405,1244
1400,1238
1395,1233
1390,1225
1385,1220
1380,1213
1375,1206
1370,1199
1365,1193
1360,1189
1355,1185
1350,1180
1345,1171
1340,1162
1335,1155
1330,1147
1325,1141
1320,1136
1315,1123
1310,1115
1305,1109
1300,1103
1295,1099
1290,1091
1285,1081
1280,1073
1275,1066
1270,1059
1265,1056
1260,1056
1255,1052
1250,1039
1245,1029
1240,1021
1235,1011
1230,1002
1225,994
1220,986
1215,978
1210,972
1205,967
1200,957
1195,948
1190,941
1185,934
1180,928
1175,923
1170,913
1165,906
1160,899
1155,891
1150,883
1145,875
1140,868
1135,862
1130,853
1125,845
1120,837
1115,828
1110,818
1105,810
1100,805
1095,803
1090,794
1085,786
1080,778
1075,772
1070,765
1065,760
1060,752
1055,743
1050,734
1045,728
1040,723
1035,718
1030,712
1025,703
1020,694
1015,689
1010,682
1005,675
1000,669
995,660
990,651
985,645
980,638
975,634
970,624
965,616
960,609
955,603
950,596
945,592
940,584
935,577
930,568
925,561
920,555
915,549
910,536
905,526
900,517
895,511
890,504
885,496
880,489
875,482
870,476
865,469
860,461
855,453
850,447
845,439
840,433
835,427
830,420
825,411
820,403
815,397
810,393
805,384
800,375
795,369
790,363
785,356
780,351
775,346
770,340
765,332
760,324
755,319
750,314
745,308
740,303
735,297
730,288
725,280
720,275
715,272
710,263
705,250
700,241
695,236
690,232
685,226
680,218
675,209
670,203
665,196
660,190
655,181
650,173
645,165
640,161
635,156
630,152
625,142
620,132
615,128
610,122
605,113
600,106
595,97
590,91
585,83
580,76
575,70
570,64
565,55
560,48
555,40
550,33
545,27
540,19
540,15
545,15
550,15
555,15
560,15
565,18
570,27
575,36
580,45
585,54
590,62
595,67
600,72
605,80
610,88
615,96
620,102
625,108
630,108
635,109
640,109
645,109
650,116
655,133
660,144
665,152
670,162
675,172
680,177
685,187
690,192
695,200
700,209
705,219
710,225
715,232
720,243
725,252
730,259
735,264
740,270
745,280
750,289
755,294
760,300
765,309
770,318
775,326
780,331
785,337
790,344
795,350
800,356
805,364
810,372
815,378
820,384
825,390
830,396
835,404
840,412
845,420
850,426
855,432
860,439
865,447
870,453
875,460
880,466
885,472
890,478
895,486
900,493
905,501
910,508
915,516
920,525
925,532
930,540
935,546
940,551
945,558
950,568
955,576
960,583
965,586
970,591
975,599
980,608
985,616
990,624
995,629
1000,633
1005,641
1010,652
1015,660
1020,668
1025,672
1030,679
1035,688
1040,696
1045,704
1050,711
1055,715
1060,721
1065,731
1070,742
1075,749
1080,751
1085,751
1090,758
1095,770
1100,784
1105,792
1110,799
1115,807
1120,816
1125,824
1130,835
1135,840
1140,841
1145,841
1150,851
1155,863
1160,874
1165,883
1170,890
1175,896
1180,903
1185,911
1190,920
1195,926
1200,927
1205,929
1210,940
1215,950
1220,960
1225,962
1230,966
1235,973
1240,984
1245,994
1250,1002
1255,1008
1260,1012
1265,1018
1270,1024
1275,1032
1280,1042
1285,1050
1290,1050
1295,1051
1300,1051
1305,1055
1310,1070
1315,1082
1320,1093
1325,1100
1330,1112
1335,1125
1340,1133
1345,1137
1350,1143
1355,1153
1360,1160
1365,1169
1370,1176
1375,1181
1380,1188
1385,1196
1390,1207
1395,1214
1400,1215
1405,1216
1410,1222
1415,1234
1420,1243
1425,1252
1430,1259
1435,1260
1440,1260
1445,1265
1450,1281
1455,1292
1460,1301
1465,1303
1470,1309
1475,1320
1480,1329
1485,1336
1490,1343
1495,1347
1500,1354
1505,1363
1510,1369
1515,1375
1520,1382
1525,1391
1530,1403
1535,1411
1540,1417
1545,1422
1550,1429
1555,1434
1560,1441
1565,1448
1570,1455
1575,1461
1580,1469
1585,1471
1590,1471
1595,1477
1600,1489
1605,1496
1610,1505
1615,1513
1620,1517
1625,1525
1630,1533
1635,1542
1640,1549
1645,1555
1650,1560
1655,1567
1660,1574
1665,1574
1670,1576
1675,1589
1680,1597
1685,1602
1690,1607
1695,1617
1700,1626
1705,1631
1710,1636
1715,1642
1720,1651
1725,1661
1730,1667
1735,1677
1740,1684
1745,1692
1750,1700
1755,1709
1760,1715
1765,1720
1770,1727
1775,1735
1780,1743
1785,1750
1790,1756
1795,1763
1800,1771
1805,1779
1810,1785
1815,1792
1820,1798
1825,1803
1830,1810
1835,1819
1840,1828
1845,1834
1850,1838
1855,1843
1860,1851
1865,1859
1870,1868
1875,1875
1880,1876
1885,1879
1890,1889
1895,1898
1900,1907
1905,1912
1910,1917
1915,1923
1920,1931
1925,1940
1930,1946
1935,1956
1940,1964
1945,1972
1950,1979
1955,1988
1960,1994
1965,2000
1970,2005
1975,2013
1980,2021
1985,2030
1990,2036
1995,2043
2000,2048
2005,2057
2010,2065
2015,2074
2020,2080
2025,2081
2030,2083
2035,2095
2040,2103
2045,2113
2050,2120
2055,2127
2060,2136
2065,2145
2070,2152
2075,2159
2080,2165
2085,2173
2090,2180
2095,2188
2100,2195
2105,2203
2110,2207
2115,2213
2120,2222
2125,2229
2130,2234
2135,2245
2140,2255
2145,2263
2150,2270
2155,2278
2160,2282
2165,2283
2170,2283
2175,2290
2180,2305
2185,2317
2190,2323
2195,2328
2200,2336
2205,2344
2210,2351
2215,2358
2220,2363
2225,2363
2230,2364
2235,2375
2240,2387
2245,2396
2250,2404
2255,2408
2260,2416
2265,2426
2270,2434
2275,2441
2280,2445
2285,2447
2290,2454
2295,2463
2300,2473
2305,2481
2310,2487
2315,2492
2320,2502
2325,2511
2330,2518
2335,2525
2340,2533
2345,2545
2350,2554
2355,2561
2360,2570
2365,2577
2370,2584
2375,2593
2380,2601
2385,2606
2390,2612
2395,2620
2400,2629
2405,2634
2410,2641
2415,2650
2420,2657
2425,2663
2430,2670
2435,2679
2440,2686
2445,2686
2450,2686
2455,2696
2460,2709
2465,2720
2470,2728
2475,2733
2480,2738
2485,2745
2490,2755
2495,2763
2500,2769
2505,2775
2510,2779
2515,2787
2520,2796
2525,2806
2530,2812
2535,2819
2540,2822
2545,2828
2550,2840
2555,2854
2560,2861
2565,2866
2570,2873
2575,2883
2580,2893
2585,2903
2590,2908
2595,2908
2600,2908
2605,2909
2610,2923
2615,2936
2620,2948
2625,2958
2630,2968
2635,2976
2640,2987
2645,2995
2650,3002
