Pulse Width (us),Absolute Step (0-4096)
1860,2016
1865,2030
1870,2038
1875,2042
1880,2049
1885,2054
1890,2063
1895,2072
1900,2075
1905,2084
1910,2086
1915,2094
1920,2100
1925,2110
1930,2121
1935,2129
1940,2134
1945,2141
1950,2151
1955,2161
1960,2164
1965,2173
1970,2180
1975,2182
1980,2185
1985,2192
1990,2204
1995,2211
2000,2218
2005,2222
2010,2237
2015,2247
2020,2255
2025,2260
2030,2266
2035,2268
2040,2277
2045,2286
2050,2297
2055,2302
2060,2306
2065,2314
2070,2318
2075,2323
2080,2330
2085,2340
2090,2350
2095,2357
2100,2361
2105,2362
2110,2376
2115,2388
2120,2389
2125,2396
2130,2406
2135,2412
2140,2422
2145,2431
2150,2439
2155,2446
2160,2452
2165,2462
2170,2468
2175,2475
2180,2482
2185,2491
2190,2498
2195,2507
2200,2512
2205,2520
2210,2526
2215,2531
2220,2534
2225,2544
2230,2547
2235,2553
2240,2562
2245,2575
2250,2584
2255,2589
2260,2597
2265,2606
2270,2610
2275,2620
2280,2624
2285,2633
2290,2644
2295,2650
2300,2652
2305,2659
2310,2666
2315,2677
2320,2685
2325,2692
2330,2701
2335,2704
2340,2708
2345,2722
2350,2736
2355,2740
2360,2748
2365,2757
2370,2768
2375,2773
2380,2777
2385,2782
2390,2790
2395,2799
2400,2805
2405,2812
2410,2822
2415,2826
2420,2833
2425,2839
2430,2850
2435,2855
2440,2862
2445,2870
2450,2880
2455,2885
2460,2889
2465,2895
2470,2904
2475,2905
2480,2912
2485,2919
2490,2929
2495,2940
2500,2951
2505,2956
2510,2965
2515,2965
2520,2974
2525,2982
2530,2991
2535,2998
2540,3004
2545,3010
2550,3016
2555,3028
2560,3038
2565,3044
2570,3054
2575,3060
2580,3063
2585,2816
2590,3077
2595,3089
2600,3094
2605,3099
2610,3109
2615,3117
2620,3120
2625,3130
2630,3141
2635,3146
2640,3157
2645,3160
2650,3169
2655,3176
2660,3182
2665,3186
2670,3196
2675,3204
2680,3211
2685,3216
2690,3221
2695,3224
2700,3236
2705,3242
2710,3250
2715,3253
2720,3260
2725,3269
2730,3281
2735,3287
2740,3292
2745,3300
2750,3314
2755,3322
2760,3329
2765,3339
2770,3347
2775,3350
2780,3357
2785,3366
2790,3375
